candidate_id,passed,known_interface_seed_worst_gain,failed_checks_json
robust_data__mean_estimated__unwhitened__d1p345__l0p1,False,-0.2700395149105293,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_estimated__unwhitened__d2__l0,False,-0.6727208308125795,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_estimated__unwhitened__d2__l0p001,False,-0.3350507194632161,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_estimated__unwhitened__d2__l0p01,False,-0.32806375377162694,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_estimated__unwhitened__d2__l0p1,False,-0.26127896529614114,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d0p75__l0,False,-0.6719943596094244,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d0p75__l0p001,False,-0.6690430166466264,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d0p75__l0p01,False,-0.6459581501567389,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d0p75__l0p1,False,-0.4623646082660341,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d1p345__l0,False,-0.6635470052981537,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d1p345__l0p001,False,-0.6605228429558243,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d1p345__l0p01,False,-0.6374351076311879,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d1p345__l0p1,False,-0.454151064183122,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d2__l0,False,-0.6544853107870652,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d2__l0p001,False,-0.6513802969874848,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d2__l0p01,False,-0.628288651952043,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__diagonal_flowoff__d2__l0p1,False,-0.4453360829229495,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d0p75__l0,False,-0.6246598359428692,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d0p75__l0p001,False,-0.6256167553470792,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d0p75__l0p01,False,-0.6035090978031014,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d0p75__l0p1,False,-0.4282067954008606,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d1p345__l0,False,-0.6174403047152488,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d1p345__l0p001,False,-0.6183739501073817,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d1p345__l0p01,False,-0.5962558869548326,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d1p345__l0p1,False,-0.4211405126348106,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d2__l0,False,-0.6096963545210747,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d2__l0p001,False,-0.6105979178952989,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d2__l0p01,False,-0.5884667898930934,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__isotropic_flowoff__d2__l0p1,False,-0.41354946527169184,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d0p75__l0,False,-0.43065777421046497,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d0p75__l0p001,False,-0.42264941904523223,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d0p75__l0p01,False,-0.404389693796659,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d0p75__l0p1,False,-0.2626123048781334,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d1p345__l0,False,-0.4252016913826252,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d1p345__l0p001,False,-0.41726603901893505,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d1p345__l0p01,False,-0.39898450784676054,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d1p345__l0p1,False,-0.25719469546038587,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d2__l0,False,-0.4193470015325913,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d2__l0p001,False,-0.4114896626152409,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d2__l0p01,False,-0.393183823851375,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__structured_flowoff__d2__l0p1,False,-0.25139215877341864,"[""nominal_harm_rate"",""nominal_worst"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d0p75__l0,False,-0.6246127031239025,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d0p75__l0p001,False,-0.3595473048651889,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d0p75__l0p01,False,-0.3526170184475303,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d0p75__l0p1,False,-0.2863997550720702,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d1p345__l0,False,-0.617357865585153,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d1p345__l0p001,False,-0.3515428949761327,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d1p345__l0p01,False,-0.34459727117415134,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d1p345__l0p1,False,-0.27813922096802846,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d2__l0,False,-0.6095770627200757,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d2__l0p001,False,-0.34299971865550655,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d2__l0p01,False,-0.3360261395617731,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
robust_data__mean_zero__unwhitened__d2__l0p1,False,-0.2693301434277347,"[""nominal_field_mean"",""nominal_h1_mean"",""nominal_harm_rate"",""nominal_worst"",""outlier_field_mean"",""outlier_h1_mean"",""outlier_harm_rate"",""outlier_worst"",""clean_mean_both_stresses"",""clean_worst_both_stresses"",""nominal_family_tail"",""outlier_family_tail"",""known_interface_seed_present_and_safe""]"
