case_id,scenario,expected_role,trial,parameter_name,parameter_value,parameter_value_float_hex,forward_path_id,probe_count,all_finite,maximum_signal_relative_defect,maximum_side_weighted_gamma_score,maximum_contraction_envelope_ratio,minimum_signal,maximum_condition_proxy,traditional_signal_gate,maximum_fd_relative_error,maximum_structure_relative_error,actual_forward_branch_changed,diagnostic_state_changed,ideal_reference_jvp_relative_error,ideal_reference_vjp_relative_error,ideal_reference_is_gate
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.19799812dea11p-40,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,structure_direct,16,True,3.154015843379072e-14,7.353485829624452e-05,0.00011592745701407581,0.00043320878693067197,2308.557861092874,True,9.013383296834224e-12,1.742181029814918e-12,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,structure_direct,1,True,9.009807594960838e-15,7.154581826268447e-06,1.1163607541526422e-05,0.00043320878718107426,2308.5578597547756,True,7.45507248160777e-12,2.3129596670438384e-10,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,structure_direct,2,True,9.009807594960838e-15,1.2719430971325863e-05,2.01077864662613e-05,0.00043320878718107426,2308.5578597547756,True,7.45507248160777e-12,2.3129596670438384e-10,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,structure_direct,4,True,9.009807594960838e-15,3.1798662021286494e-05,4.925770502436981e-05,0.00043320878718107426,2308.5578597547756,True,7.45507248160777e-12,2.3129596670438384e-10,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,structure_direct,8,True,9.009807594960838e-15,3.1798662021286494e-05,4.925770502436981e-05,0.00043320878718107426,2308.5578597547756,True,7.888069239825922e-12,2.820791066510705e-10,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.b7cdfd9d7bdbbp-34,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-10,0x1.b7cdfd9d7bdbbp-34,structure_direct,16,True,9.009807594960838e-15,5.882804685849199e-05,9.148455070507426e-05,0.00043320878718107426,2308.5578597547756,True,1.0046294209196453e-11,2.820791066510705e-10,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.5798ee2308c3ap-27,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,structure_direct,1,True,1.6017429536689002e-14,1.2719256580340971e-05,1.984641340659531e-05,0.0004332089545337611,2308.5569678808083,True,2.970517068297078e-12,1.2561086620298402e-08,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.5798ee2308c3ap-27,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,structure_direct,2,True,1.6017429536689002e-14,2.2259004200363705e-05,3.518862631830273e-05,0.0004332089545337611,2308.5569678808083,True,4.9483167479661234e-12,1.2561086620298402e-08,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.5798ee2308c3ap-27,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,structure_direct,4,True,1.6017429536689002e-14,4.451812683088921e-05,6.896078702074627e-05,0.0004332089545337611,2308.5569678808083,True,6.6634444590363366e-12,1.2561086620298402e-08,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.5798ee2308c3ap-27,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,structure_direct,8,True,1.6017429536689002e-14,4.451812683088921e-05,6.896078702074627e-05,0.0004332089545337611,2308.5569678808083,True,6.6634444590363366e-12,1.2561086620298402e-08,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.5798ee2308c3ap-27,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-08,0x1.5798ee2308c3ap-27,structure_direct,16,True,1.6017429536689002e-14,4.76984163729212e-05,7.417666273179486e-05,0.0004332089545337611,2308.5569678808083,True,1.0850518509419098e-11,2.856647465888128e-08,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,structure_direct,1,True,4.7674992963938376e-14,3.785966177475383e-05,5.90740889936319e-05,0.0004332261024447701,2308.465614710507,True,5.486224487717226e-12,2.68658432680395e-06,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,structure_direct,2,True,4.7674992963938376e-14,3.8158292521246e-05,6.0323358365261794e-05,0.0004332261024447701,2308.465614710507,True,6.360835939708624e-12,2.68658432680395e-06,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,structure_direct,4,True,4.7674992963938376e-14,3.8158292521246e-05,6.0323358365261794e-05,0.0004332261024447701,2308.465614710507,True,6.360835939708624e-12,2.68658432680395e-06,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,structure_direct,8,True,4.7674992963938376e-14,4.2133485939471724e-05,6.642329797765062e-05,0.0004332261024447701,2308.465614710507,True,8.784261119714974e-12,2.68658432680395e-06,False,False,0.0,0.0,False
trial-00__three_path_structure_mismatch__relative_fault_magnitude__0x1.0c6f7a0b5ed8dp-20,three_path_structure_mismatch,direct_path_is_internally_consistent_but_breaks_curved_minus_straight,0,relative_fault_magnitude,1e-06,0x1.0c6f7a0b5ed8dp-20,structure_direct,16,True,4.7674992963938376e-14,4.451898417896043e-05,6.981239228465563e-05,0.0004332261024447701,2308.465614710507,True,8.784261119714974e-12,2.68658432680395e-06,False,False,0.0,0.0,False
trial-00__diagnostic_only_support_flip__none__0x0.0p+0,diagnostic_only_support_flip,diagnostic_state_changes_but_current_forward_remains_linear,0,none,0.0,0x0.0p+0,diagnostic_only,1,True,7.254915277492741e-16,1.585652833026443e-05,2.497008636651834e-05,0.011955504713876672,83.87594697159149,True,6.324239157573209e-12,0.0,False,True,0.0,0.0,False
trial-00__diagnostic_only_support_flip__none__0x0.0p+0,diagnostic_only_support_flip,diagnostic_state_changes_but_current_forward_remains_linear,0,none,0.0,0x0.0p+0,diagnostic_only,2,True,7.254915277492741e-16,1.585652833026443e-05,2.497008636651834e-05,0.011955504713876672,83.87594697159149,True,7.31797251853073e-12,0.0,False,True,0.0,0.0,False
trial-00__diagnostic_only_support_flip__none__0x0.0p+0,diagnostic_only_support_flip,diagnostic_state_changes_but_current_forward_remains_linear,0,none,0.0,0x0.0p+0,diagnostic_only,4,True,2.140162522973264e-15,5.708528381651766e-05,8.914029632748374e-05,0.011955504713876672,83.87594697159149,True,8.422119418225395e-12,0.0,False,True,0.0,0.0,False
trial-00__diagnostic_only_support_flip__none__0x0.0p+0,diagnostic_only_support_flip,diagnostic_state_changes_but_current_forward_remains_linear,0,none,0.0,0x0.0p+0,diagnostic_only,8,True,4.698254222356011e-15,5.708528381651766e-05,8.914029632748374e-05,0.0030461247943351934,329.19835761968017,True,8.422119418225395e-12,0.0,False,True,0.0,0.0,False
trial-00__diagnostic_only_support_flip__none__0x0.0p+0,diagnostic_only_support_flip,diagnostic_state_changes_but_current_forward_remains_linear,0,none,0.0,0x0.0p+0,diagnostic_only,16,True,6.967389412382362e-15,5.708528381651766e-05,8.914029632748374e-05,0.0024311885491932602,412.4646275306304,True,8.422119418225395e-12,0.0,False,True,0.0,0.0,False
trial-00__actual_piecewise_branch_crossing__none__0x0.0p+0,actual_piecewise_branch_crossing,actual_forward_states_cross_and_must_fail_closed,0,none,0.0,0x0.0p+0,actual_branch,1,True,7.254915277492741e-16,1.585652833026443e-05,2.497008636651834e-05,0.011955504713876672,83.87594697159149,True,0.6168657947188886,0.0,True,False,0.0,0.0,False
trial-00__actual_piecewise_branch_crossing__none__0x0.0p+0,actual_piecewise_branch_crossing,actual_forward_states_cross_and_must_fail_closed,0,none,0.0,0x0.0p+0,actual_branch,2,True,7.254915277492741e-16,1.585652833026443e-05,2.497008636651834e-05,0.011955504713876672,83.87594697159149,True,0.6551463400112361,0.0,True,False,0.0,0.0,False
trial-00__actual_piecewise_branch_crossing__none__0x0.0p+0,actual_piecewise_branch_crossing,actual_forward_states_cross_and_must_fail_closed,0,none,0.0,0x0.0p+0,actual_branch,4,True,2.140162522973264e-15,5.708528381651766e-05,8.914029632748374e-05,0.011955504713876672,83.87594697159149,True,1.0423168732880652,0.0,True,False,0.0,0.0,False
trial-00__actual_piecewise_branch_crossing__none__0x0.0p+0,actual_piecewise_branch_crossing,actual_forward_states_cross_and_must_fail_closed,0,none,0.0,0x0.0p+0,actual_branch,8,True,4.698254222356011e-15,5.708528381651766e-05,8.914029632748374e-05,0.0030461247943351934,329.19835761968017,True,1.0423168732880652,0.0,True,False,0.0,0.0,False
trial-00__actual_piecewise_branch_crossing__none__0x0.0p+0,actual_piecewise_branch_crossing,actual_forward_states_cross_and_must_fail_closed,0,none,0.0,0x0.0p+0,actual_branch,16,True,6.967389412382362e-15,5.708528381651766e-05,8.914029632748374e-05,0.0024311885491932602,412.4646275306304,True,1.0423168732880652,0.0,True,False,0.0,0.0,False
trial-01__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,1,none,0.0,0x0.0p+0,base,1,True,3.7843024984766425e-15,1.8034915899160354e-05,2.846718467153169e-05,0.0026357988006724896,384.67903970139616,True,7.440376492506425e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,1,none,0.0,0x0.0p+0,base,2,True,3.7843024984766425e-15,2.1955056949596994e-05,3.4383127039310806e-05,0.0026357988006724896,384.67903970139616,True,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,1,none,0.0,0x0.0p+0,base,4,True,3.7843024984766425e-15,3.136410320554523e-05,4.924969822726119e-05,0.0026357988006724896,384.67903970139616,True,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,1,none,0.0,0x0.0p+0,base,8,True,3.7843024984766425e-15,8.154523025379196e-05,0.00012749142301411332,0.0026357988006724896,384.67903970139616,True,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,1,none,0.0,0x0.0p+0,base,16,True,3.872015269826787e-15,8.154523025379196e-05,0.00012749142301411332,0.0026357988006724896,384.67903970139616,True,1.0145558132106904e-11,0.0,False,False,0.0,0.0,False
trial-01__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,1,none,0.0,0x0.0p+0,base,1,True,0.9118741811144987,2.7660085949206654e-05,4.378500621158298e-05,1.6979174627248377e-17,6.043776386943476e+16,False,7.440376492506425e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,1,none,0.0,0x0.0p+0,base,2,True,0.9118741811144987,2.7660085949206654e-05,4.378500621158298e-05,1.6979174627248377e-17,6.043776386943476e+16,False,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,1,none,0.0,0x0.0p+0,base,4,True,0.9118741811144987,2.7660085949206654e-05,4.378500621158298e-05,1.6979174627248377e-17,6.043776386943476e+16,False,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,1,none,0.0,0x0.0p+0,base,8,True,0.9118741811144987,3.718685927186912e-05,5.8285765158831574e-05,1.6979174627248377e-17,6.043776386943476e+16,False,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,1,none,0.0,0x0.0p+0,base,16,True,0.9118741811144987,5.2683158424842245e-05,8.466122649779586e-05,1.6979174627248377e-17,6.043776386943476e+16,False,1.0145558132106904e-11,0.0,False,False,0.0,0.0,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,separate,1,True,9.126185288885284e-08,1487.153995987946,2347.865774282757,8.847463624912611e-11,112.49890263761357,False,0.0011535258316815288,0.0,False,False,7.384486606847155e-08,1.5917278611629973e-08,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,separate,2,True,9.126185288885284e-08,1487.153995987946,2347.865774282757,8.847463624912611e-11,112.49890263761357,False,0.0011535258316815288,0.0,False,False,9.498006224191283e-08,1.5917278611629973e-08,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,separate,4,True,1.944543481495058e-07,3486.37961630506,5501.765395780253,4.4388179241332164e-11,224.23311024257274,False,0.001596920678575506,0.0,False,False,2.636803306774891e-07,1.5917278611629973e-08,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,separate,8,True,2.61691276315729e-06,3875.2387449725766,6085.580836567313,7.056041029446855e-12,1410.6068045453223,False,0.001596920678575506,0.0,False,False,2.636803306774891e-07,1.5917278611629973e-08,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,separate,16,True,2.61691276315729e-06,5684.209086580099,8798.323395452428,3.9144084761985754e-12,2542.7339915620473,False,0.001596920678575506,0.0,False,False,2.636803306774891e-07,1.5917278611629973e-08,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,1,True,6.789478306750296e-10,11.063767248995928,17.467081769923553,8.847462919283632e-09,112.49891159365994,False,1.6461313175245818e-05,0.0,False,False,1.0789877630366747e-09,1.5620751524650291e-10,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,2,True,6.789478306750296e-10,11.063767248995928,17.467081769923553,8.847462919283632e-09,112.49891159365994,False,1.6461313175245818e-05,0.0,False,False,1.0789877630366747e-09,1.5620751524650291e-10,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,4,True,1.3463680667773857e-09,11.063767248995928,17.467081769923553,4.438817020896319e-09,224.2331558383745,False,2.074467982932254e-05,0.0,False,False,4.260622039270929e-09,1.5620751524650291e-10,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,8,True,1.5333558092565542e-08,33.186782886920966,52.624335034066256,7.056020930280247e-10,1410.6108224726338,False,2.074467982932254e-05,0.0,False,False,4.260622039270929e-09,1.5620751524650291e-10,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,separate,16,True,5.075844647421065e-08,60.87190325314144,94.27831033840124,3.914409194780606e-10,2542.73352441494,False,2.074467982932254e-05,0.0,False,False,4.260622039270929e-09,1.5620751524650291e-10,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,1,True,1.0022148282238037e-11,0.16331551690985474,0.25783672269578395,8.847462918631994e-07,112.49891160187154,True,8.36583327763102e-08,0.0,False,False,8.828357876207742e-12,1.6154692209917925e-12,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,2,True,1.0022148282238037e-11,0.16331551690985474,0.25783672269578395,8.847462918631994e-07,112.49891160187154,True,8.814008646491381e-08,0.0,False,False,1.157604643779894e-11,1.6154692209917925e-12,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,4,True,1.7786311001058753e-11,0.4413521033903364,0.6964863258732245,4.438817017493097e-07,224.23315601014517,True,2.5820258546497167e-07,0.0,False,False,2.744935771869575e-11,1.6154692209917925e-12,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,8,True,1.8275704320643787e-10,0.4413521033903364,0.6964863258732245,7.05602090433307e-08,1410.6108276589564,False,2.5820258546497167e-07,0.0,False,False,2.744935771869575e-11,1.6154692209917925e-12,False
trial-01__separate_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,separate_cancellation_residual,correct_formula_with_separate_arithmetic_requires_stability_report,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,separate,16,True,6.119558408696729e-10,0.4413521033903364,0.6964863258732245,3.91440919556852e-08,2542.7335239014465,False,2.5820258546497167e-07,0.0,False,False,2.744935771869575e-11,1.6154692209917925e-12,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,1,True,0.0,0.0,0.0,8.847462918518954e-11,112.49891160330814,True,8.6616339872995e-12,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,2,True,4.169320345446743e-16,9.522048762942416e-06,1.5029816733169893e-05,8.847462918518954e-11,112.49891160330814,True,8.6616339872995e-12,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,4,True,4.169320345446743e-16,9.522048762942416e-06,1.5029816733169893e-05,4.4388170175026117e-11,224.23315600966305,True,1.1750512976903184e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,8,True,4.3503492917410676e-15,4.761060785710177e-05,7.476654264522403e-05,7.056020904398461e-12,1410.6108276458747,True,1.3538821225961192e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.5798ee2308c3ap-27,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-08,0x1.5798ee2308c3ap-27,paired,16,True,1.2175482446687574e-14,4.761060785710177e-05,7.537343731757794e-05,3.914409195571453e-12,2542.733523899525,True,1.3538821225961192e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,1,True,1.1219224586812912e-15,1.8282242600091924e-05,2.8863353615927065e-05,8.84746291851895e-09,112.49891160330822,True,5.1109404921845e-12,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,2,True,1.1219224586812912e-15,1.8282242600091924e-05,2.8863353615927065e-05,8.84746291851895e-09,112.49891160330822,True,6.5585883838033736e-12,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,4,True,1.0994743858147657e-14,8.988936391043596e-05,0.0001390528760110402,4.438817017502657e-09,224.23315600966077,True,1.926555033707052e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,8,True,1.0994743858147657e-14,8.988936391043596e-05,0.0001390528760110402,7.056020904398419e-10,1410.6108276458829,True,1.926555033707052e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.0c6f7a0b5ed8dp-20,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,1e-06,0x1.0c6f7a0b5ed8dp-20,paired,16,True,2.905606658463696e-14,8.988936391043596e-05,0.0001390528760110402,3.9144091955715207e-10,2542.733523899481,True,1.926555033707052e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,1,True,1.1967172892600433e-15,1.9501058773431392e-05,3.0787577190322205e-05,8.847462918518954e-07,112.49891160330812,True,6.248574334393204e-12,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,2,True,1.1967172892600433e-15,1.9501058773431392e-05,3.0787577190322205e-05,8.847462918518954e-07,112.49891160330812,True,1.214598339060087e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,4,True,1.7290085546233488e-15,4.290386929039949e-05,6.770548516314066e-05,4.4388170175026357e-07,224.23315600966177,True,1.214598339060087e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,8,True,1.5568205768574998e-14,7.702773387323777e-05,0.0001221430015698092,7.056020904398472e-08,1410.610827645872,True,1.214598339060087e-11,0.0,False,False,0.0,0.0,False
trial-01__paired_cancellation_residual__component_difference_scale__0x1.a36e2eb1c432dp-14,paired_cancellation_residual,algebraically_paired_reference_path,1,component_difference_scale,0.0001,0x1.a36e2eb1c432dp-14,paired,16,True,2.9077198269426784e-14,7.702773387323777e-05,0.0001221430015698092,3.914409195571387e-08,2542.7335238995674,True,1.214598339060087e-11,0.0,False,False,0.0,0.0,False
trial-01__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,1,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,1,True,3.8468191742716894e-10,1.8332852709814442,2.893746256230401,0.002635798801686424,384.6790395534195,False,7.440376492506425e-12,0.0,False,False,0.0,0.0,False
trial-01__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,1,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,2,True,3.8468191742716894e-10,1.8332852709814442,2.893746256230401,0.002635798801686424,384.6790395534195,False,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
trial-01__vjp_aligned_fault__relative_fault_magnitude__0x1.19799812dea11p-40,vjp_aligned_fault,vjp_fault_should_be_exposed_by_adjoint_probe,1,relative_fault_magnitude,1e-12,0x1.19799812dea11p-40,base,4,True,3.8468191742716894e-10,1.8332852709814442,2.893746256230401,0.002635798801686424,384.6790395534195,False,7.628516444253355e-12,0.0,False,False,0.0,0.0,False
